PR number,label
30728,area: Tests
30728,area: Settings
30728,Stale
30729,area: I2C
30729,area: Boards
30729,area: X86
30729,area: Devicetree
30729,area: API
30729,area: PCI
30729,area: Devicetree Binding
30729,area: Interrupt Controller
30729,platform: X86
30729,area: Base OS
30731,area: Networking
30731,area: Ethernet
30731,Stale
30732,area: Bluetooth
30732,area: Bluetooth Controller
30733,area: Samples
30733,area: LED
30733,area: DAC
30734,area: Bluetooth
30734,area: Boards
30734,area: Documentation
30734,area: Devicetree
30734,DNM
30734,area: Modules
30734,Stale
30734,area: Bluetooth Controller
30734,manifest
30734,west
30734,manifest-nrf_hw_models
30735,Enhancement
30735,area: Bluetooth
30735,area: Documentation
30735,area: Samples
30735,area: Tests
30735,area: Bluetooth Controller
30735,area: Bluetooth Host
30737,area: Bluetooth
30737,area: Tests
30737,area: Bluetooth Controller
30739,area: Bluetooth
30740,area: PWM
30740,area: Devicetree
30740,platform: STM32
30742,area: Bluetooth
30743,bug
30743,area: USB
30744,area: Boards
30744,area: Samples
30744,area: Devicetree
30744,area: Devicetree Binding
30745,area: Networking
30745,area: OpenThread
30745,area: Modules
30745,manifest
30745,west
30745,manifest-openthread
30748,area: I2C
30748,area: Documentation
30748,area: Tests
30748,area: API
30749,platform: STM32
30749,platform: NXP
30749,platform: SiLabs
30753,platform: STM32
30753,platform: NXP
30753,area: API
30755,area: Counter
30755,platform: STM32
30755,platform: NXP
30755,area: native port
30755,platform: SiLabs
30756,area: Tests
30756,area: Bluetooth Mesh
30756,area: Bluetooth Qualification
30757,area: Samples
30757,area: Tests
30757,area: API
30758,area: Bluetooth
30758,area: API
30758,area: Bluetooth Host
30760,area: Kernel
30760,area: X86
30760,area: Tests
30760,area: API
30760,Trivial
30761,area: Kernel
30761,area: Documentation
30761,RFC
30761,area: API
30761,DNM
30761,Stale
30761,area: Base OS
30762,area: Kernel
30762,area: X86
30762,area: API
30762,area: Userspace
30762,area: Base OS
30763,area: Sensors
30763,area: Tests
30764,area: Kernel
30764,area: API
30765,area: RISCV
30767,Hotfix
30768,area: Bluetooth
30768,DNM
30768,area: Bluetooth Controller
30769,area: I2C
30769,area: PWM
30769,area: UART
30769,area: Sensors
30769,area: Documentation
30769,area: Flash
30769,area: Devicetree
30769,platform: nRF
30769,area: Tests
30769,area: API
30769,area: Devicetree Binding
30769,area: Devicetree Tooling
30772,area: X86
30772,area: API
30773,area: Modules
30773,manifest
30773,west
30773,manifest-hal_nordic
30774,area: Kernel
30774,area: API
30774,area: C++
30775,area: API
30776,area: Kernel
30776,area: Boards
30776,area: Documentation
30776,area: Samples
30776,area: Devicetree
30776,area: Timer
30776,platform: STM32
30776,area: API
30777,bug
30777,area: Timer
30777,platform: nRF
30777,area: API
30777,area: Clock Control
30778,area: Networking
30778,area: Samples
30778,DNM
30778,area: Modules
30778,Stale
30778,manifest
30778,west
30778,manifest-net-tools
30779,platform: NXP
30780,platform: STM32
30780,area: I2S
30781,platform: STM32
30781,area: EEPROM
30782,platform: STM32
30783,area: ARM
30783,area: Boards
30783,area: Devicetree
30783,area: API
30784,area: Devicetree
30784,platform: STM32
30785,area: Devicetree
30785,platform: STM32
30786,platform: STM32
30786,platform: NXP
30787,area: Devicetree
30787,area: Devicetree Binding
30788,area: Boards
30788,area: Devicetree
30788,area: Devicetree Binding
30789,area: Networking
30789,area: Samples
30789,Trivial
30790,area: Boards
30790,area: Documentation
30790,area: Samples
30790,area: Devicetree
30790,area: Timer
30790,platform: STM32
30790,area: API
30790,area: Clock Control
30791,area: Kernel
30791,area: Tests
30793,area: Networking
30793,platform: STM32
30793,platform: NXP
30793,area: API
30793,platform: SiLabs
30794,area: Boards
30794,area: Documentation
30794,area: Samples
30794,area: Devicetree
30794,platform: NXP
30794,area: IPM
30795,area: Build System
30796,area: Devicetree
30796,area: Devicetree Binding
30796,area: DAC
30797,area: Boards
30797,area: Documentation
30798,area: X86
30799,area: Networking
30799,area: API
30801,area: Boards
30801,area: Devicetree
30801,area: Tests
30801,platform: X86
30802,area: Bluetooth
30802,Trivial
30802,area: Bluetooth Controller
30803,area: Memory Management
30803,area: Memory Protection
30803,RFC
30803,area: API
30803,DNM
30803,Stale
30803,area: Base OS
30804,area: Kernel
30804,area: Tests
30806,area: Kernel
30806,area: Tests
30807,area: Bluetooth
30807,area: Bluetooth Controller
30811,area: Samples
30812,area: I2C
30812,Hotfix
30814,area: Networking
30814,area: WiFi
30815,area: Bluetooth
30816,area: Networking
30816,area: WiFi
30818,area: Bluetooth
30818,area: Bluetooth Controller
30820,area: ARM
30821,area: X86
30821,Trivial
30823,Hotfix
30823,area: Twister
30825,area: Boards
30825,area: Documentation
30825,area: Samples
30825,area: Devicetree
30825,area: Tests
30825,area: API
30825,area: Devicetree Binding
30825,area: Twister
30825,platform: X86
30826,area: Boards
30826,area: Devicetree
30826,platform: NXP
30828,area: Bluetooth
30828,area: Bluetooth Host
30829,bug
30829,area: Samples
30829,area: Timer
30829,platform: nRF
30829,area: Clock Control
30829,Stale
30830,area: Networking
30830,Trivial
30831,area: Drivers
30831,area: Boards
30831,area: Sensors
30831,area: Samples
30831,area: Devicetree
30831,area: Shields
30831,area: Devicetree Binding
30832,area: Kernel
30832,area: Networking
30832,area: Samples
30832,area: Tests
30834,platform: STM32
30835,platform: STM32
30835,platform: NXP
30835,area: CAN
30836,area: Tests
30837,platform: STM32
30837,platform: NXP
30838,area: I2C
30839,area: Networking
30842,bug
30842,area: Kernel
30843,area: Devicetree
30843,area: I2S
30843,area: Devicetree Binding
30844,area: USB
30844,Trivial
30845,area: Boards
30845,area: Devicetree
30845,area: Devicetree Binding
30847,bug
30847,area: Build System
30847,area: Devicetree
30847,area: Tests
30847,area: Devicetree Tooling
30848,area: I2C
30851,platform: NXP
30852,area: Tests
30856,area: Bluetooth
30856,area: Bluetooth Host
30858,area: Boards
30858,area: Documentation
30858,area: Samples
30858,area: Devicetree
30858,platform: STM32
30858,area: Clock Control
30858,area: Disk Access
30858,area: Devicetree Binding
30858,Stale
30859,area: UART
30859,area: API
30864,area: Boards
30864,area: Documentation
30864,area: File System
30864,area: DMA
30864,area: Samples
30864,area: Flash
30864,area: Devicetree
30864,platform: STM32
30864,area: Tests
30864,area: API
30864,area: Clock Control
30864,area: Kconfig
30864,area: Modules
30864,area: Devicetree Binding
30864,manifest
30864,west
30864,manifest-hal_stm32
30866,area: Boards
30866,area: Devicetree
30866,platform: STM32
30867,platform: STM32
30867,area: Storage
30867,Trivial
30868,area: Build System
30873,area: Bluetooth
30873,area: Networking
30875,area: Networking
30876,area: Networking
30876,area: Samples
30877,area: Kernel
30877,area: Power Management
30877,area: Kconfig
30878,area: X86
30878,Trivial
30879,Trivial
30880,area: Bluetooth
30880,area: Bluetooth Controller
30881,area: CAN
30881,Trivial
30882,Trivial
30883,Trivial
30885,Trivial
30886,area: Networking
30886,platform: NXP
30886,area: native port
30887,area: Counter
30887,Trivial
30888,area: API
30888,Trivial
30889,area: PWM
30890,area: native port
30891,platform: NXP
30892,area: Documentation
30892,RFC
30892,Stale
30892,area: Coding Guidelines
30894,area: Boards
30894,platform: STM32
30895,area: PWM
30895,area: Devicetree
30895,area: Devicetree Binding
30896,area: Boards
30896,area: Devicetree
30896,area: Devicetree Binding
30897,Trivial
30899,Trivial
30900,Trivial
30901,Trivial
30902,Trivial
30903,area: Kernel
30903,area: Networking
30903,area: Boards
30903,area: Documentation
30903,area: Samples
30903,area: RISCV
30903,area: API
30904,area: Build System
30904,area: Documentation
30904,area: Kconfig
30904,area: Modules
30905,area: Build System
30905,area: Boards
30905,area: Documentation
30905,platform: STM32
30905,platform: NXP
30905,area: Kconfig
30905,area: Modules
30905,manifest
30905,west
30905,manifest-trusted-firmware-m
30906,platform: STM32
30906,area: Clock Control
30907,area: Kernel
30907,area: ARM
30907,area: Boards
30907,area: X86
30907,area: Devicetree
30907,area: API
30911,area: Process
30911,area: ARM
30911,area: Boards
30911,area: Devicetree
30911,area: Tests
30911,area: API
30911,area: Devicetree Binding
30912,Hotfix
30913,area: Bluetooth
30913,area: Bluetooth Controller
30915,area: Networking
30915,area: Tests
30916,area: Kernel
30916,area: Documentation
30916,area: Timer
30916,area: Tests
30917,area: UART
30917,platform: STM32
30917,area: Tests
30919,area: eSPI
30920,area: Twister
30922,area: ADC
30922,area: Boards
30922,area: Documentation
30922,area: Samples
30922,area: Devicetree
30922,platform: STM32
30922,area: Tests
30923,area: Kernel
30923,area: Tests
30924,area: Kernel
30924,area: Tests
30925,Hotfix
30926,area: Devicetree
30926,platform: STM32
30927,area: Devicetree
30927,platform: STM32
30928,area: Devicetree
30928,area: Devicetree Tooling
30930,area: Samples
30930,area: Devicetree
30930,platform: nRF
30930,area: Crypto / RNG
30930,area: Devicetree Binding
30931,area: Kernel
30933,area: C Library
30933,Trivial
30934,area: Networking
30934,area: Tests
30937,area: GPIO
30937,area: Xtensa
30937,area: Devicetree
30937,area: Devicetree Binding
30939,area: ARC
30940,area: Kernel
30940,area: Boards
30940,area: Timer
30940,area: Tests
30941,area: API
30942,area: Networking
30942,area: Tests
30942,area: Sockets
30944,area: Boards
30944,Trivial
30945,area: Bluetooth
30945,area: Bluetooth Controller
30946,area: Bluetooth
30946,area: Bluetooth Controller
30947,area: Bluetooth
30947,area: Bluetooth Controller
30948,area: Bluetooth
30948,area: Bluetooth Controller
30949,area: Bluetooth
30949,area: Bluetooth Controller
30950,area: Bluetooth
30950,area: Bluetooth Controller
30951,area: Kernel
30951,area: Tests
30952,area: Build System
30952,area: ARM
30952,area: X86
30952,area: ARC
30952,area: NIOS2
30952,area: RISCV
30952,area: API
30952,area: Architectures
30952,Stale
30952,area: SPARC
30953,area: I2C
30953,area: Boards
30953,area: Devicetree
30953,area: Devicetree Binding
30954,area: Kernel
30954,area: Tests
30957,bug
30957,area: Drivers
30957,area: Bluetooth
30957,platform: STM32
30958,area: Samples
30959,area: Samples
30959,Trivial
30960,area: Drivers
30960,area: Boards
30960,area: Documentation
30960,area: Samples
30960,area: Devicetree
30960,platform: NXP
30960,area: Display
30960,area: Shields
30960,area: Devicetree Binding
30962,area: Boards
30962,area: Documentation
30962,area: Devicetree
30962,platform: STM32
30962,area: Clock Control
30962,area: Interrupt Controller
30963,area: Samples
30967,area: Kernel
30967,area: Tests
30968,area: Sensors
30969,area: ARC
30969,area: Twister
30970,area: Kernel
30970,platform: STM32
30970,area: Tests
30970,area: API
30970,platform: SiLabs
30971,area: Boards
30973,area: Bluetooth
30973,area: Bluetooth Controller
30974,area: I2C
30974,area: Boards
30974,area: RISCV
30974,area: Devicetree
30974,area: Devicetree Binding
30975,area: Tests
30976,area: Boards
30976,area: Power Management
30976,area: Devicetree
30976,area: Tests
30976,area: native port
30976,area: API
30976,platform: Microchip MEC
30976,area: Devicetree Binding
30978,area: Kernel
30978,area: Tests
30980,bug
30980,area: Drivers
30980,area: USB
30981,area: Networking
30981,area: Tests
30982,area: Boards
30982,area: Documentation
30983,area: Kernel
30983,area: Tests
30984,area: Bluetooth
30984,area: Bluetooth Host
30985,area: Kernel
30985,area: Tests
30986,Enhancement
30986,area: Devicetree
30986,platform: nRF
30987,area: Networking
30987,area: API
30988,bug
30988,area: Tests
30988,area: Base OS
30990,area: Build System
30992,area: Documentation
30992,Stale
30993,Enhancement
30993,area: Documentation
30993,area: Modules
30994,area: Networking
30995,area: Networking
30996,area: ARC
30998,area: Devicetree
30998,platform: NXP
30998,area: Tests
31000,area: Drivers
31000,area: Boards
31000,area: Documentation
31000,area: Devicetree
31000,area: Devicetree Binding
31001,area: Networking
31001,area: Documentation
31001,area: Tests
31001,area: API
31002,area: Bluetooth
31002,area: Bluetooth Controller
31003,area: Bluetooth
31003,area: Bluetooth Controller
31004,area: Bluetooth
31004,area: Bluetooth Controller
31005,area: Bluetooth
31005,area: Bluetooth Controller
31006,area: Bluetooth
31006,area: Bluetooth Controller
31007,area: Bluetooth
31007,area: Tests
31009,Enhancement
31009,area: Bluetooth
31009,area: Documentation
31009,area: Samples
31009,area: Tests
31009,area: API
31009,area: Bluetooth Controller
31009,area: Bluetooth Host
31009,area: Bluetooth ISO
31010,area: Kernel
31010,area: Tests
31011,area: Toolchains
31011,area: ARC
31012,area: Kernel
31012,area: Tests
31013,area: SPI
31013,area: I2C
31013,area: Boards
31013,area: Documentation
31013,area: Power Management
31013,area: Samples
31013,area: Tests
31013,area: API
31015,bug
31015,platform: NXP
31015,area: CAN
31016,area: Networking
31016,area: Samples
31017,area: ARC
31017,DNM
31021,area: GPIO
31021,area: I2C
31021,area: Boards
31021,area: Devicetree
31021,area: Pinmux
31021,area: API
31021,area: Devicetree Binding
31022,area: Tests
31023,area: Devicetree
31024,area: Boards
31024,platform: NXP
31026,Waiting for response
31026,area: Bluetooth
31026,area: Bluetooth Controller
31029,area: Test Framework
31029,area: Testsuite
31030,area: Documentation
31030,area: Samples
31032,area: USB
31032,Trivial
31033,area: Boards
31034,area: Boards
31034,area: Documentation
31034,area: File System
31034,area: Samples
31034,area: Flash
31034,area: Devicetree
31034,platform: NXP
31034,area: Modules
31034,area: Devicetree Binding
31034,manifest
31034,west
31034,manifest-hal_nxp
31035,area: Kernel
31035,area: Tests
31037,area: Kernel
31037,area: Tests
31038,Waiting for response
31038,area: Bluetooth
31038,area: Bluetooth Mesh
31039,area: Tests
31040,area: Bluetooth
31040,area: API
31040,area: Bluetooth Host
31041,area: Kernel
31041,area: Tests
31041,area: Userspace
31042,area: Boards
31042,area: Samples
31042,area: RISCV
31042,area: Devicetree
31042,platform: STM32
31042,platform: NXP
31042,area: Tests
31042,platform: SiLabs
31042,area: Devicetree Binding
31045,area: Boards
31045,area: Documentation
31045,area: Samples
31045,area: Flash
31045,area: RISCV
31045,area: Devicetree
31045,platform: STM32
31045,platform: NXP
31045,area: Tests
31045,platform: SiLabs
31045,area: Devicetree Binding
31046,area: Drivers
31046,area: Boards
31046,area: Documentation
31046,area: Samples
31046,area: Devicetree
31046,area: API
31046,area: Display
31046,area: Shields
31046,area: Devicetree Binding
31047,area: Sensors
31048,area: Sensors
31048,area: Documentation
31048,area: Samples
31048,area: Devicetree
31048,area: Tests
31048,area: Devicetree Binding
31050,area: Kernel
31050,area: Power Management
31050,area: Tests
31050,Stale
31051,area: Kernel
31051,area: Tests
31052,area: JSON
31054,area: Kernel
31054,area: Tests
31056,area: Sensors
31056,area: Documentation
31056,area: Samples
31056,area: Devicetree
31056,area: Tests
31056,area: API
31056,area: Devicetree Binding
31057,Enhancement
31057,area: Test Framework
31057,area: Tests
31057,area: Testsuite
31059,area: PWM
31059,platform: NXP
31059,area: Tests
31060,area: PWM
31060,area: Tests
31060,area: Userspace
31061,area: Boards
31061,area: Devicetree
31061,platform: STM32
31061,area: Tests
31061,area: API
31061,area: CAN
31061,area: Devicetree Binding
31064,area: Sensors
31064,area: Documentation
31064,area: Samples
31065,area: West
31065,Stale
31066,area: Build System
31066,area: Boards
31066,platform: STM32
31066,platform: NXP
31066,TSC
31066,area: Kconfig
31066,area: Modules
31070,area: Networking
31070,area: Documentation
31070,area: Tests
31070,area: API
31072,area: Boards
31072,area: Documentation
31072,area: Devicetree
31072,platform: SiLabs
31072,area: Modules
31072,manifest
31072,west
31072,manifest-hal_silabs
31075,area: Bluetooth
31075,area: Networking
31075,area: Documentation
31075,area: Samples
31075,area: Tests
31076,area: Documentation
31076,area: API
31077,area: ARM
31077,area: Boards
31077,area: Documentation
31077,area: Samples
31077,area: Devicetree
31077,platform: nRF
31077,area: Tests
31077,area: API
31077,area: Devicetree Binding
31077,area: Base OS
31077,area: Testsuite
31078,area: Tests
31078,area: API
31078,area: CAN
31080,area: Documentation
31080,area: Samples
31081,area: Documentation
31081,area: Samples
31082,area: Sensors
31082,area: Documentation
31082,area: Samples
31082,area: Devicetree
31082,area: Devicetree Binding
31083,area: Boards
31083,area: Documentation
31083,area: Devicetree
31083,platform: STM32
31084,area: Devicetree
31084,area: Display
31084,Trivial
31084,area: Devicetree Binding
31088,area: Documentation
31088,area: Devicetree
31088,area: Shields
31089,area: Boards
31089,area: Documentation
31089,area: Samples
31089,area: Devicetree
31089,platform: STM32
31089,area: Tests
31092,area: Flashing
31092,platform: nRF
31092,area: West
31092,Hotfix
31093,area: Boards
31093,area: Samples
31093,area: Devicetree
31093,platform: STM32
31094,area: Kernel
31094,area: Tests
31095,area: Networking
31096,area: Networking
31096,area: OpenThread
31097,area: Bluetooth
31097,area: API
31097,area: Bluetooth Controller
31097,area: Bluetooth Host
31098,area: Networking
31098,area: API
31099,area: Kernel
31099,area: Boards
31099,area: Xtensa
31099,area: API
31101,area: Process
31101,area: Documentation
31102,area: Kernel
31102,area: Tests
31102,area: API
31104,area: I2C
31108,area: Documentation
31108,area: Devicetree
31108,area: API
31109,area: I2C
31111,area: Documentation
31112,area: Timer
31112,platform: STM32
31113,area: Devicetree
31113,area: Devicetree Binding
31115,area: Bluetooth
31115,area: Boards
31115,area: Documentation
31115,area: Samples
31115,area: IPC
31115,platform: nRF
31115,area: API
31115,area: Modules
31115,manifest
31115,west
31115,manifest-hal_nordic
31116,area: Kernel
31116,area: Tests
31116,area: API
31116,area: Userspace
31117,area: Bluetooth
31117,area: API
31118,area: Boards
31118,area: Documentation
31118,area: Samples
31118,area: Devicetree
31118,platform: STM32
31118,area: Modules
31118,area: TF-M
31119,area: Documentation
31120,area: Boards
31120,platform: STM32
31121,area: Boards
31121,area: Documentation
31121,area: Samples
31122,area: Boards
31122,area: Devicetree
31122,platform: STM32
31123,area: Boards
31123,area: Documentation
31123,platform: nRF
31124,bug
31124,priority: medium
31124,area: ARM
31125,area: RISCV
31125,area: API
31126,area: Samples
31126,area: Xtensa
31126,platform: Intel ADSP
31127,area: Samples
31127,area: Xtensa
31127,area: Devicetree
31127,area: West
31127,area: Interrupt Controller
31127,area: Audio
31127,platform: Intel ADSP
31128,area: Documentation
31128,area: Devicetree
31129,bug
31129,area: Bluetooth
31129,area: Bluetooth Controller
31130,area: File System
31130,area: Devicetree
31130,area: Devicetree Binding
31130,Stale
31131,area: Kernel
31131,area: Tests
31131,DNM
31132,area: Kernel
31132,area: ARM
31132,area: Boards
31132,area: Documentation
31132,area: Devicetree
31132,platform: STM32
31132,platform: NXP
31132,area: API
31133,area: Tests
31133,area: API
31135,area: Kernel
31135,area: Timer
31136,area: Documentation
31136,area: Samples
31136,area: API
31138,area: Documentation
31139,area: Boards
31139,area: Documentation
31139,area: Devicetree
31139,area: native port
31139,area: API
31139,area: eSPI
31139,area: Devicetree Binding
31140,area: Continuous Integration
31142,area: Timer
31142,platform: STM32
31144,bug
31144,area: ARM
31147,bug
31147,area: Devicetree
31147,platform: SiLabs
31148,area: Boards
31148,platform: NXP
31151,area: Modules
31151,manifest
31151,west
31151,manifest-hal_nordic
31152,area: Networking
31152,area: Ethernet
31154,area: UART
31154,area: Boards
31155,bug
31155,priority: high
31155,area: Samples
31155,Hotfix
31155,area: Audio
31156,area: Build System
31156,area: Documentation
31157,area: Samples
31159,area: Networking
31160,area: Bluetooth
31160,Trivial
31160,area: Bluetooth Mesh
31161,bug
31161,platform: STM32
31161,area: CAN
31163,area: DMA
31163,area: Devicetree
31163,platform: STM32
31163,area: Devicetree Binding
31165,area: PWM
31165,area: Boards
31165,area: Devicetree
31165,platform: NXP
31165,area: Tests
31165,area: Modules
31165,area: Devicetree Binding
31165,manifest
31165,west
31165,manifest-hal_nxp
31166,area: Kernel
31166,area: Networking
31166,area: Build System
31166,area: UART
31166,area: Boards
31166,area: File System
31166,area: Samples
31166,area: Logging
31166,area: RISCV
31166,area: Devicetree
31166,area: Tests
31166,area: CAN
31167,area: X86
31170,area: Devicetree
31170,area: Tests
31170,area: API
31171,area: Samples
31171,Hotfix
31171,area: Modules
31171,manifest
31171,west
31171,manifest-sof
31172,area: Power Management
31172,area: X86
31172,area: ARC
31172,area: Kconfig
31173,area: Kernel
31173,area: Tests
31174,area: Boards
31174,area: Devicetree
31174,area: Watchdog
31174,area: Tests
31174,area: Devicetree Binding
31176,Enhancement
31176,area: Bluetooth
31176,area: Tests
31176,area: Bluetooth Mesh
31177,area: Bluetooth
31177,area: Bluetooth Host
31178,bug
31178,area: UART
31178,platform: STM32
31181,area: Samples
31181,Stale
31181,area: Audio
31182,area: Bluetooth
31182,area: API
31182,area: Bluetooth Host
31183,area: Bluetooth
31183,area: Samples
31184,bug
31184,area: Bluetooth
31184,area: Tests
31184,area: Bluetooth Host
31185,area: Networking
31187,bug
31187,area: Timer
31187,platform: nRF
31188,area: UART
31188,area: Tests
31190,area: POSIX
31192,area: UART
31192,platform: STM32
31192,area: API
31195,platform: STM32
31195,area: Clock Control
31196,area: Documentation
31197,area: Samples
31197,area: CAN
31198,area: Kernel
31198,area: Documentation
31198,area: X86
31198,area: Tests
31198,area: API
31201,area: Documentation
31202,area: Boards
31202,area: Documentation
31202,area: Devicetree
31202,platform: nRF
31202,Stale
31205,area: Sensors
31205,area: Documentation
31205,area: Samples
31205,area: X86
31205,area: Devicetree
31205,area: API
31205,area: Devicetree Binding
31209,area: Kernel
31209,area: Tests
31211,area: Kernel
31211,area: Tests
31212,area: Kernel
31212,area: API
31213,area: Bluetooth
31213,area: Tests
31213,area: Bluetooth Controller
31214,area: Bluetooth
31214,Trivial
31214,area: Bluetooth Controller
31215,area: Bluetooth
31215,Trivial
31215,area: Bluetooth Controller
31216,area: Networking
31218,area: Kernel
31218,area: Tests
31222,area: Bluetooth
31222,area: Bluetooth Mesh
31223,area: Bluetooth
31223,area: Bluetooth Mesh
31224,area: Bluetooth
31224,area: Build System
31224,area: Documentation
31224,area: Kconfig
31224,area: Modules
31224,area: Bluetooth Controller
31224,manifest
31224,west
31224,manifest-hal_nordic
31225,area: Documentation
31225,area: Modules
31225,manifest
31225,west
31225,manifest-mcuboot
31227,area: Documentation
31227,area: Samples
31227,platform: nRF
31228,bug
31228,area: Networking
31230,area: Build System
31230,area: Documentation
31230,area: Samples
31230,area: X86
31230,area: Tests
31230,area: Continuous Integration
31231,area: Bluetooth
31231,area: API
31231,Trivial
31231,area: Bluetooth Controller
31231,area: Bluetooth Host
31232,area: Bluetooth
31232,area: Tests
31233,area: Samples
31233,area: Modules
31233,manifest
31233,west
31233,manifest-sof
31236,area: API
31236,area: CAN
31237,area: API
31237,area: CAN
31239,Enhancement
31239,priority: low
31239,area: Documentation
31239,Blocked
31239,west
31239,area: Continuous Integration
31240,area: I2C
31241,area: Documentation
31241,area: West
31241,Inclusive Language
31242,area: Kernel
31242,area: Tests
31242,area: Userspace
31243,area: Kernel
31243,area: Tests
31244,area: Kernel
31244,area: ARC
31244,area: Debugging
31244,area: Tests
31244,area: API
31244,area: SMP
31245,area: Boards
31245,area: Twister
31245,platform: X86
31246,area: Samples
31246,area: CAN
31247,platform: NXP
31247,area: Tests
31249,platform: NXP
31249,area: Tests
31250,area: Build System
31250,area: ARM
31250,area: Devicetree
31250,area: API
31250,area: Devicetree Binding
31251,area: Bluetooth
31251,area: Bluetooth Controller
31252,area: Networking
31255,area: Logging
31255,area: Tests
31256,platform: SiLabs
31257,area: Twister
31260,area: X86
31261,area: GPIO
31261,area: Samples
31261,area: Devicetree
31261,area: Tests
31261,area: Devicetree Binding
31261,Stale
31263,area: SPARC
31264,area: Networking
31264,area: Boards
31264,area: Tests
31264,area: API
31264,DNM
31264,Stale
31264,area: SPARC
31265,area: SPI
31265,area: ADC
31265,area: Documentation
31265,area: API
31266,area: UART
31266,platform: nRF
31267,area: PWM
31267,area: API
31267,Hotfix
31268,area: Continuous Integration
31269,area: Continuous Integration
31270,area: Drivers
31270,area: Devicetree
31270,area: API
31270,area: CAN
31270,area: Devicetree Binding
31270,Stale
31273,area: SPI
31273,area: Kernel
31273,area: I2C
31273,area: UART
31273,area: Boards
31273,area: Documentation
31273,area: Power Management
31273,area: Samples
31273,area: Devicetree
31273,platform: STM32
31273,platform: nRF
31273,area: Crypto / RNG
31273,area: API
31273,platform: Microchip MEC
31273,area: Devicetree Binding
31274,area: UART
31274,area: Boards
31274,area: Devicetree
31274,platform: Microchip MEC
31274,area: Devicetree Binding
31274,platform: X86
31274,platform: Synopsys
31275,area: Boards
31275,area: Documentation
31275,area: Devicetree
31275,DNM
31276,Hotfix
31277,area: Bluetooth
31277,area: Bluetooth Controller
31278,area: Networking
31278,area: Tests
31279,DNM
31279,area: Modules
31279,manifest
31279,west
31279,manifest-hal_nordic
31283,area: Kernel
31286,area: Bluetooth
31286,area: Tests
31286,area: Bluetooth Controller
31287,area: Modem
31288,area: API
31291,area: ADC
31291,area: Networking
31291,area: Build System
31291,area: I2C
31291,area: Boards
31291,area: Counter
31291,platform: STM32
31291,platform: NXP
31291,area: API
31291,platform: SiLabs
31291,area: Devicetree Tooling
31292,area: Flash
31292,platform: STM32
31292,Hotfix
31292,Trivial
31293,area: Boards
31293,area: Documentation
31294,area: Test Framework
31294,area: Documentation
31294,area: Samples
31294,area: Tests
31294,Inclusive Language
31295,area: Devicetree
31295,area: Devicetree Binding
31296,area: West
31297,area: Kernel
31297,area: Documentation
31297,area: Base OS
31300,area: Kernel
31300,area: Tests
31302,area: Boards
31302,area: Devicetree
31302,area: Tests
31303,area: Documentation
31303,area: Kconfig
31303,Stale
31304,area: West
31305,area: Kernel
31305,area: Tests
31307,area: ARM
31307,area: Boards
31307,area: Documentation
31307,area: Devicetree
31307,area: Timer
31307,area: API
31307,area: Devicetree Binding
31307,platform: Renesas
31309,area: Devicetree
31309,platform: STM32
31310,area: Xtensa
31310,area: API
31311,area: LoRa
31312,area: ARM
31312,area: API
31313,area: Xtensa
31313,area: API
31314,area: Boards
31314,area: Devicetree
31314,platform: nRF
31314,area: Modem
31314,area: Devicetree Binding
31315,area: Bluetooth
31315,area: Tests
31315,area: Bluetooth Controller
31317,area: Boards
31317,area: Devicetree
31317,area: Modem
31317,area: Devicetree Binding
31318,Hotfix
31318,area: Twister
31319,Trivial
31319,area: Modules
31319,manifest
31319,west
31319,manifest-cmsis
31320,area: Boards
31320,platform: NXP
31320,Stale
31321,area: ARM
31321,area: API
31324,area: Boards
31324,area: Documentation
31324,platform: nRF
31324,Trivial
31325,area: Modem
31326,Trivial
31326,area: Continuous Integration
31328,area: I2C
31328,area: Devicetree
31328,area: Clock Control
31328,area: Devicetree Binding
31329,area: Documentation
31329,area: Samples
31329,area: CAN
31331,area: Debugging
31331,area: Tests
31332,area: Build System
31332,area: Boards
31332,area: Devicetree
31332,area: Shields
31332,area: Devicetree Binding
31332,area: Devicetree Tooling
31334,area: GPIO
31334,area: UART
31335,area: Boards
31335,area: Devicetree
31335,area: Devicetree Binding
31336,Enhancement
31336,area: Bluetooth
31336,area: Bluetooth Controller
31337,area: Bluetooth
31337,area: Samples
31337,area: API
31337,area: Bluetooth Host
31345,area: Networking
31345,area: Tests
31345,area: Sockets
31346,area: Networking
31346,area: Tests
31347,area: Kernel
31347,area: X86
31347,area: ARC
31347,area: RISCV
31347,area: API
31349,area: Modules
31349,area: TF-M
31350,area: Networking
31350,area: Samples
31350,area: LWM2M
31351,area: Documentation
31351,area: Modules
31351,manifest
31351,west
31351,manifest-mcuboot
31352,area: DMA
31352,area: Samples
31352,area: Tests
31353,Trivial
31354,area: UART
31354,platform: STM32
31355,Hotfix
31355,Trivial
31356,area: Documentation
31356,area: Samples
31356,area: Shell
31356,area: Tests
31356,area: API
31357,bug
31357,area: Bluetooth
31357,area: Bluetooth Host
31359,area: Build System
31359,area: Documentation
31359,Stale
31360,area: Modules
31360,manifest
31360,west
31360,manifest-openthread
31361,area: Documentation
31361,area: Samples
31363,area: DMA
31363,platform: STM32
31364,bug
31364,priority: high
31365,area: Build System
31366,bug
31366,area: Devicetree
31366,area: Tests
31366,area: Devicetree Binding
